question,choices,answerKey
A student uses a hand lens to observe which of these objects?,"{'text': ['a mountain', 'the Moon', 'an insect', 'bacteria'], 'label': ['A', 'B', 'C', 'D']}",C
Which type of rock would most likely contain a fossil?,"{'text': ['metamorphic rock', 'sedimentary rock', 'igneous rock', 'molten rock'], 'label': ['A', 'B', 'C', 'D']}",B
Some events on Earth happen instantly while others take thousands of years to occur. Which process takes the longest time to complete?,"{'text': ['rivers rising due to storms and floods', 'evaporation of water from the leaves of a plant', 'weathering of a rock to form small rocks and sand', 'movement of small pieces of rock by flowing water'], 'label': ['A', 'B', 'C', 'D']}",C
Where do many of the basic life functions take place in organisms?,"{'text': ['brain', 'cells', 'heart', 'nerves'], 'label': ['A', 'B', 'C', 'D']}",B
Which physical structure would best help a bear to survive a winter in New York State?,"{'text': ['big ears', 'black nose', 'thick fur', 'brown eyes'], 'label': ['A', 'B', 'C', 'D']}",C
What is made when sugar is dissolved in water?,"{'text': ['a colloid', 'a solution', 'a suspension', 'an evaporation'], 'label': ['A', 'B', 'C', 'D']}",B
Gasoline for cars is produced from fossil fuels. Using gasoline can most likely lead to which environmental problem?,"{'text': ['soil erosion', 'water pollution', 'wildlife extinction', 'global warming'], 'label': ['A', 'B', 'C', 'D']}",D
Which of the following is a cause of the ocean levels periodically rising and then falling?,"{'text': ['the slight tilt of the Moon', 'the force of gravity from the Moon', ""the convection within Earth's mantle"", 'the revolution of Earth around the Sun'], 'label': ['A', 'B', 'C', 'D']}",B
A scientist is searching for areas where new solar systems might form. What feature is the scientist looking for?,"{'text': ['a star similar to our Sun', 'a cloud of dust and gas', 'an oxygen-rich atmosphere', 'a gravitational acceleration of 9.8 m/sec2'], 'label': ['A', 'B', 'C', 'D']}",B
About how often is a full moon observed from Earth's surface?,"{'text': ['each week', 'once a month', 'every two weeks', 'once each leap year'], 'label': ['A', 'B', 'C', 'D']}",B
"When animals use energy, they produce","{'text': ['nitrogen', 'iron sulfide', 'oxygen', 'carbon dioxide'], 'label': ['A', 'B', 'C', 'D']}",D
Which would provide evidence of seafloor spreading?,"{'text': ['higher levels of salinity in the ocean water', 'stronger currents at the surface of the ocean', 'cooled magma found on the edge of the plates', 'greater reproduction levels for organisms at the bottom of the ocean'], 'label': ['A', 'B', 'C', 'D']}",C
"Mitosis occurs in living things when a cell divides to produce two cells. Compared to the original cell, how many chromosomes are in each of the resulting cells?","{'text': ['half as many', 'the same number', 'twice as many', 'an unpredictable number'], 'label': ['A', 'B', 'C', 'D']}",B
Which organ directly works to protect the human body from disease?,"{'text': ['heart', 'kidney', 'pancreas', 'skin'], 'label': ['A', 'B', 'C', 'D']}",D
"Steven went to a farm and picked a bright red tomato from a broken branch on the plant. The tomato had a rotten spot with a worm inside of it. Instead of eating the tomato, Steven decided to plant the seeds and grow new tomato plants. Which characteristic of the tomato plant is inherited and could change over several generations?","{'text': ['color of the skin', 'size of rotten spots', 'length of worms inside', 'number of broken branches'], 'label': ['A', 'B', 'C', 'D']}",A
Many leaves appear green because the leaves,"{'text': ['resist green light.', 'bend all colors except green.', 'reflect green light.', 'reflect all colors except green.'], 'label': ['A', 'B', 'C', 'D']}",C
Which of these is the best definition of heredity?,"{'text': ['the transfer of learning from one generation to the next', 'the transfer of visible features from one generation to the next', 'the passage of dominant genes from one generation to the next', 'the passage of genetic information from one generation to the next'], 'label': ['A', 'B', 'C', 'D']}",D
Which of the following describes how a microwave oven heats food?,"{'text': [""The oven's interior reflects heat onto the food."", ""The oven's interior, like a lens, focuses heat onto the food."", 'Water molecules in the food reflect energy from microwave radiation.', 'Water molecules in the food absorb the energy of microwave radiation.'], 'label': ['A', 'B', 'C', 'D']}",D
Which three systems of the human body function together to move and control body parts?,"{'text': ['nervous, skeletal, and muscular', 'muscular, endocrine, and excretory', 'digestive, excretory, and reproductive', 'circulatory, endocrine, and respiratory'], 'label': ['1', '2', '3', '4']}",1
Astronomers have found evidence for the existence of a super-massive black hole in the center of the giant elliptical galaxy M87. What is thought to cause black holes to form?,"{'text': ['the death of a low-mass star', 'the gravity of a large nebula', 'the collapse of a high-mass star', 'the combining of material from planets'], 'label': ['A', 'B', 'C', 'D']}",C
A research team wanted to produce a smaller variety of German shepherd dogs. They mated the smallest dogs from different litters for several generations. This is an example of which concept?,"{'text': ['extinction', 'mutation', 'selective breeding', 'natural selection'], 'label': ['1', '2', '3', '4']}",3
A class learns about weather. The students in the class measure the outside air temperature at the same time each day. Which way of measuring the temperature would provide the most accurate data?,"{'text': ['taking the measurement in the shade', 'placing the thermometer on the ground', 'taking a measurement using a different tool each day', 'recording the measurements from three thermometers'], 'label': ['A', 'B', 'C', 'D']}",D
Earth's magnetosphere is not uniformly shaped. It is compressed on the side facing the Sun and has a long tail extending away from the Sun. Which phenomenon is responsible for this shape?,"{'text': [""centripetal force of Earth's rotation"", 'gravitational attraction between Earth and the Sun', 'solar winds bringing high-energy particles toward Earth', ""differences in the distance between Earth and the Sun during Earth's orbit""], 'label': ['A', 'B', 'C', 'D']}",C
Which living organism makes its own food using sunlight?,"{'text': ['lizard', 'tree', 'deer', 'hawk'], 'label': ['A', 'B', 'C', 'D']}",B
Who was the first person to base a system of classification on organisms having similar structures?,"{'text': ['Aristotle', 'Darwin', 'Einstein', 'Linnaeus'], 'label': ['A', 'B', 'C', 'D']}",D
Which is a process that converts sunlight energy into a compound that stores chemical energy?,"{'text': ['phototropism', 'photosynthesis', 'respiration', 'pollination'], 'label': ['A', 'B', 'C', 'D']}",B
Which most likely contributed to the extinction of many species and endangered the survival of others?,"{'text': ['pollution', 'habitat destruction', 'an asteroid hitting Earth', 'tectonic plate movement'], 'label': ['A', 'B', 'C', 'D']}",B
Which is the most basic unit of living things?,"{'text': ['Cells', 'Bones', 'Tissues', 'Organs'], 'label': ['A', 'B', 'C', 'D']}",A
What are the two main jobs of the skeletal system?,"{'text': ['support and protect the body', 'digest food and carry messages for the body', 'get rid of wastes and defend the body from disease', 'sense changes in the environment and carry food through the body'], 'label': ['A', 'B', 'C', 'D']}",A
Which is an example of a chemical change?,"{'text': ['sand separated from water by filtering', 'water evaporating from a puddle', 'a rock being eroded by wind', 'a nail rusting in water'], 'label': ['A', 'B', 'C', 'D']}",D
Which of these is a renewable resource found in Nevada?,"{'text': ['zinc metal', 'gravel deposits', 'petroleum products', 'geothermal energy'], 'label': ['A', 'B', 'C', 'D']}",D
Which two body systems are involved in inhaling oxygen and exhaling carbon dioxide?,"{'text': ['endocrine and skeletal', 'excretory and nervous', 'circulatory and respiratory', 'digestive and reproductive'], 'label': ['A', 'B', 'C', 'D']}",C
Materials such as carbon and nitrogen go through cycles. The cycling of nitrogen waste materials is mostly dependent upon the role of which factor?,"{'text': ['atmosphere', 'bacteria', 'sunlight', 'trees'], 'label': ['A', 'B', 'C', 'D']}",B
Which of these is unique to the process of scientific investigation?,"{'text': ['observing an event as it occurs', 'discussing results with other experts', 'publishing the results on a webpage', 'collecting data in an experiment'], 'label': ['A', 'B', 'C', 'D']}",D
Which did Thomas Edison invent?,"{'text': ['microscope', 'compass', 'light bulb', 'steam engine'], 'label': ['A', 'B', 'C', 'D']}",C
If soil is permeable,"{'text': ['water cannot flow through it.', 'water easily flows through it.', 'it contains many minerals.', 'it contains few minerals.'], 'label': ['A', 'B', 'C', 'D']}",B
Sally is making candy on the stove. She places a thermometer in the candy. What is she measuring?,"{'text': ['length', 'speed', 'temperature', 'weight'], 'label': ['A', 'B', 'C', 'D']}",C
Anthony and Zach want to know how the temperature of the air affects the temperature of lake water. Which type of tool should they use to measure the temperatures?,"{'text': ['balance', 'ruler', 'scale', 'thermometer'], 'label': ['A', 'B', 'C', 'D']}",D
Which serve as evidence for a scientific theory?,"{'text': ['guesses', 'opinions', 'arguments', 'observations'], 'label': ['A', 'B', 'C', 'D']}",D
Which of the following identifies the primary function of a radio station tower in a communication system?,"{'text': ['decoder', 'encoder', 'receiver', 'transmitter'], 'label': ['A', 'B', 'C', 'D']}",D
Down feathers are used by many sleeping bag manufacturers because down feathers are,"{'text': ['fire resistant.', 'comfortable padding.', 'good insulators.', 'water resistant.'], 'label': ['A', 'B', 'C', 'D']}",C
